catname,catdesc,eventname,starttime,venuename,venuecity,venuestate,qtysold,pricepaid
Pop,All rock and pop music concerts,Dickey Betts and Great Southern,2008-03-08 15:00:00,Edward Jones Dome,St. Louis,MO,2,732
Plays,All non-musical theatre,A Doll's House,2008-03-03 19:30:00,Eugene O'Neill Theatre,New York City,NY,1,1114
Pop,All rock and pop music concerts,Chris Isaak,2008-03-25 14:30:00,Hersheypark Stadium,Hershey,PA,2,950
Plays,All non-musical theatre,Passing Strange,2008-03-04 14:30:00,Marquis Theatre,New York City,NY,1,753
Pop,All rock and pop music concerts,Snoop Dogg,2008-03-21 19:30:00,Nationwide Arena,Columbus,OH,4,228
Plays,All non-musical theatre,Spring Awakening,2008-04-09 19:00:00,St. James Theatre,New York City,NY,1,25
Plays,All non-musical theatre,The Country Girl,2008-03-30 15:00:00,Brooks Atkinson Theatre,New York City,NY,1,53
Plays,All non-musical theatre,A Bronx Tale,2008-03-19 19:00:00,Bernard B. Jacobs Theatre,New York City,NY,1,188
Pop,All rock and pop music concerts,Bad Company,2008-03-02 14:00:00,Oracle Arena,Oakland,CA,1,192
Plays,All non-musical theatre,November,2008-03-17 15:00:00,Geffen Playhouse,Los Angeles,CA,1,95
Pop,All rock and pop music concerts,Beck,2008-03-10 14:00:00,Ford Field,Detroit,MI,1,174
Plays,All non-musical theatre,The 39 Steps,2008-03-13 19:00:00,Geffen Playhouse,Los Angeles,CA,2,482
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-03-13 19:30:00,Paramount Theatre,Seattle,WA,1,166
Pop,All rock and pop music concerts,Trisha Yearwood,2008-03-31 15:00:00,Verizon Center,Washington,DC,2,276
Musicals,Musical theatre,Curtains,2008-02-28 15:00:00,Longacre Theatre,New York City,NY,4,832
Pop,All rock and pop music concerts,Flogging Molly,2008-02-27 19:00:00,Edward Jones Dome,St. Louis,MO,2,302
Plays,All non-musical theatre,Wicked,2008-03-02 20:00:00,Hilton Theatre,New York City,NY,2,304
Pop,All rock and pop music concerts,Teen Choice Awards,2008-04-08 20:00:00,PETCO Park,San Diego,CA,4,964
Pop,All rock and pop music concerts,El Monstero y Los Masked Avengers,2008-03-03 14:00:00,Rice-Eccles Stadium,Salt Lake City,UT,1,215
Pop,All rock and pop music concerts,Jesse Lacey,2008-04-19 15:00:00,Bradley Center,Milwaukee,WI,2,96
Pop,All rock and pop music concerts,The Guess Who,2008-04-20 15:00:00,Joe Louis Arena,Detroit,MI,2,144
Musicals,Musical theatre,Mamma Mia!,2008-03-06 14:30:00,Helen Hayes Theatre,New York City,NY,1,101
Pop,All rock and pop music concerts,Rock The Bayou,2008-03-22 19:30:00,Xcel Energy Center,St. Paul,MN,2,96
Pop,All rock and pop music concerts,Rock The Bayou,2008-03-22 19:30:00,Xcel Energy Center,St. Paul,MN,1,48
Pop,All rock and pop music concerts,Buckcherry,2008-03-13 14:00:00,The Home Depot Center,Carson,CA,1,238
Pop,All rock and pop music concerts,Dave Koz,2008-03-29 20:00:00,Nationals Park,Washington,DC,2,122
Plays,All non-musical theatre,Woyzeck,2008-03-11 20:00:00,Greek Theatre,Los Angeles,CA,2,40
Plays,All non-musical theatre,November,2008-03-17 15:00:00,Geffen Playhouse,Los Angeles,CA,1,96
Musicals,Musical theatre,Mamma Mia!,2008-03-29 14:30:00,Brooks Atkinson Theatre,New York City,NY,1,215
Pop,All rock and pop music concerts,Donny Osmond,2008-03-08 19:00:00,Yankee Stadium,New York City,NY,2,382
Pop,All rock and pop music concerts,Idina Menzel,2008-03-16 14:00:00,Yankee Stadium,New York City,NY,1,130
Pop,All rock and pop music concerts,Foreigner,2008-04-13 15:00:00,HSBC Arena,Buffalo,NY,1,334
Pop,All rock and pop music concerts,Frankie Valli,2008-03-23 15:00:00,Reliant Stadium,Houston,TX,1,477
Opera,All opera and light opera,Il Trovatore,2008-04-08 14:30:00,San Francisco Opera,San Francisco,CA,1,345
Pop,All rock and pop music concerts,Daughtry,2008-03-24 14:00:00,Rangers BallPark in Arlington,Arlington,TX,1,309
Pop,All rock and pop music concerts,Celtic Thunder,2008-03-25 19:30:00,Buck Shaw Stadium,Santa Clara,CA,2,104
Plays,All non-musical theatre,Julius Caesar,2008-03-24 14:30:00,Hilton Theatre,New York City,NY,2,830
Musicals,Musical theatre,Blue Man Group,2008-03-22 14:00:00,Venetian Hotel,Las Vegas,NV,1,285
Pop,All rock and pop music concerts,Wynonna,2008-03-06 15:00:00,New York Giants Stadium,East Rutherford,NJ,2,742
Plays,All non-musical theatre,The 39 Steps,2008-02-16 14:00:00,Royce Hall,Los Angeles,CA,2,190
Musicals,Musical theatre,Shrek the Musical,2008-03-12 15:00:00,Imperial Theatre,New York City,NY,1,182
Plays,All non-musical theatre,Glengarry Glen Ross,2008-02-27 14:00:00,Longacre Theatre,New York City,NY,4,292
Pop,All rock and pop music concerts,Flogging Molly,2008-02-27 19:00:00,Edward Jones Dome,St. Louis,MO,4,304
Pop,All rock and pop music concerts,Mark Knopfler,2008-03-03 15:00:00,Rogers Centre,Toronto,ON,1,66
Opera,All opera and light opera,The Birds (Die Vogel),2008-02-14 20:00:00,Detroit Opera House,Detroit,MI,2,338
Pop,All rock and pop music concerts,Citizen Cope,2008-02-11 19:00:00,AT&T Park,San Francisco,CA,4,796
Pop,All rock and pop music concerts,Eva Ayllon,2008-03-19 15:00:00,RBC Center,Raleigh,NC,4,828
Pop,All rock and pop music concerts,Joshua Radin,2008-03-21 15:00:00,Tropicana Field,St. Petersburg,FL,4,988
Pop,All rock and pop music concerts,Feist,2008-02-15 14:00:00,INVESCO Field,Denver,CO,1,198
Plays,All non-musical theatre,Wicked,2008-02-18 14:30:00,Ambassador Theatre,New York City,NY,2,356
Pop,All rock and pop music concerts,Eva Ayllon,2008-03-19 15:00:00,RBC Center,Raleigh,NC,1,62
Plays,All non-musical theatre,Cirque du Soleil,2008-02-20 20:00:00,Majestic Theatre,New York City,NY,2,344
Musicals,Musical theatre,The Lion King,2008-02-16 15:00:00,New Amsterdam Theatre,New York City,NY,4,328
Plays,All non-musical theatre,Look Back in Anger,2008-04-07 14:30:00,Charles Playhouse,Boston,MA,2,252
Pop,All rock and pop music concerts,Lionel Richie,2008-02-12 19:00:00,Nassau Veterans Memorial Coliseum,Uniondale,NY,2,500
Pop,All rock and pop music concerts,War,2008-03-11 14:00:00,Rangers BallPark in Arlington,Arlington,TX,2,262
Pop,All rock and pop music concerts,Taylor Swift,2008-03-02 15:00:00,TD Banknorth Garden,Boston,MA,2,502
Pop,All rock and pop music concerts,Dave Stewart,2008-02-14 15:00:00,null,null,null,2,552
Pop,All rock and pop music concerts,Stone Temple Pilots,2008-02-23 14:00:00,Air Canada Centre,Toronto,ON,2,390
Plays,All non-musical theatre,Iphigenia,2008-03-19 19:30:00,Studio 54,New York City,NY,1,339
Pop,All rock and pop music concerts,Dickey Betts and Great Southern,2008-03-06 19:00:00,Coors Field,Denver,CO,2,504
Pop,All rock and pop music concerts,Indigo Girls,2008-03-23 15:00:00,General Motors Place,Vancouver,BC,2,842
Pop,All rock and pop music concerts,Idina Menzel,2008-03-01 19:30:00,Dick's Sporting Goods Park,Commerce City,CO,2,702
Pop,All rock and pop music concerts,Vampire Weekend,2008-02-10 15:00:00,Joe Louis Arena,Detroit,MI,4,940
Pop,All rock and pop music concerts,Black Kids,2008-02-13 19:30:00,Lincoln Financial Field,Philadelphia,PA,1,496
Pop,All rock and pop music concerts,My Morning Jacket,2008-03-21 19:00:00,Great American Ball Park,Cincinnati,OH,2,550
Musicals,Musical theatre,Mamma Mia!,2008-02-10 14:30:00,John Golden Theatre,New York City,NY,1,495
Opera,All opera and light opera,Cavalleria Rusticana and Pagliacci,2008-04-03 19:30:00,Ellie Caulkins Opera House,Denver,CO,2,754
Plays,All non-musical theatre,A Bronx Tale,2008-03-10 19:30:00,Eugene O'Neill Theatre,New York City,NY,1,119
Pop,All rock and pop music concerts,Little River Band,2008-03-13 15:00:00,Qwest Field,Seattle,WA,1,68
Plays,All non-musical theatre,Avenue Q,2008-02-14 20:00:00,Imperial Theatre,New York City,NY,1,335
Plays,All non-musical theatre,Macbeth,2008-03-10 15:00:00,George Gershwin Theatre,New York City,NY,1,112
Pop,All rock and pop music concerts,Wynonna,2008-04-06 19:00:00,Quicken Loans Arena,Cleveland,OH,1,100
Plays,All non-musical theatre,To Be or Not To Be,2008-02-20 19:30:00,John Golden Theatre,New York City,NY,1,467
Plays,All non-musical theatre,Macbeth,2008-03-10 15:00:00,George Gershwin Theatre,New York City,NY,2,356
Pop,All rock and pop music concerts,Eagles,2008-03-24 19:30:00,Dodger Stadium,Los Angeles,CA,4,576
Plays,All non-musical theatre,Miss Julie,2008-03-08 14:00:00,Lunt-Fontanne Theatre,New York City,NY,1,368
Pop,All rock and pop music concerts,John Prine,2008-02-26 15:00:00,University of Phoenix Stadium,Glendale,AZ,2,888
Musicals,Musical theatre,A Catered Affair,2008-03-26 19:30:00,Helen Hayes Theatre,New York City,NY,1,196
Pop,All rock and pop music concerts,Charlie Daniels Band,2008-03-02 19:30:00,Wrigley Field,Chicago,IL,1,311
Pop,All rock and pop music concerts,Brian Jonestown Massacre,2008-04-06 14:00:00,null,null,null,3,132
Plays,All non-musical theatre,August: Osage County,2008-02-21 20:00:00,Helen Hayes Theatre,New York City,NY,3,681
Opera,All opera and light opera,Orfeo ed Euridice,2008-03-16 19:00:00,Grand 1894 Opera House,Galveston,TX,1,72
Pop,All rock and pop music concerts,The Guess Who,2008-02-28 19:30:00,ARCO Arena,Sacramento,CA,4,728
Plays,All non-musical theatre,Rhinoceros,2008-02-21 20:00:00,Imperial Theatre,New York City,NY,2,170
Pop,All rock and pop music concerts,Crosby Stills Nash,2008-02-22 19:00:00,Rice-Eccles Stadium,Salt Lake City,UT,4,588
Pop,All rock and pop music concerts,Vince Gill,2008-02-22 15:00:00,Arrowhead Stadium,Kansas City,MO,1,339
Plays,All non-musical theatre,Wicked,2008-02-18 14:30:00,Ambassador Theatre,New York City,NY,1,493
Musicals,Musical theatre,Spamalot,2008-03-03 14:30:00,August Wilson Theatre,New York City,NY,4,476
Pop,All rock and pop music concerts,Alkaline Trio,2008-03-03 14:00:00,Rose Garden,Portland,OR,4,1684
Pop,All rock and pop music concerts,Black Eyed Peas,2008-02-23 20:00:00,Jobing.com Arena,Glendale,AZ,2,654
Pop,All rock and pop music concerts,Joe Satriani,2008-03-07 15:00:00,Progressive Field,Cleveland,OH,1,93
Pop,All rock and pop music concerts,Jessica Simpson,2008-03-19 14:00:00,Texas Stadium,Irving,TX,2,240
Pop,All rock and pop music concerts,Sunday in the Country,2008-02-27 14:00:00,Quicken Loans Arena,Cleveland,OH,1,427
Plays,All non-musical theatre,Spring Awakening,2008-03-12 19:00:00,Marquis Theatre,New York City,NY,1,399
Plays,All non-musical theatre,The 39 Steps,2008-02-15 19:30:00,Broadhurst Theatre,New York City,NY,1,287
Plays,All non-musical theatre,Rhinoceros,2008-02-21 20:00:00,Imperial Theatre,New York City,NY,2,336
Pop,All rock and pop music concerts,Dave Koz,2008-03-18 19:00:00,PETCO Park,San Diego,CA,4,1576
Musicals,Musical theatre,Legally Blonde,2008-02-26 19:30:00,Biltmore Theatre,New York City,NY,4,1944
Plays,All non-musical theatre,A Midsummer Night's Dream,2008-02-10 20:00:00,Charles Playhouse,Boston,MA,1,345
Opera,All opera and light opera,L Elisir d Amore,2008-02-20 19:30:00,Lyric Opera House,Chicago,IL,1,2151
Plays,All non-musical theatre,Hamlet,2008-03-07 14:30:00,August Wilson Theatre,New York City,NY,2,496
Plays,All non-musical theatre,Glengarry Glen Ross,2008-03-07 19:00:00,August Wilson Theatre,New York City,NY,1,257
Musicals,Musical theatre,South Pacific,2008-03-22 20:00:00,Paramount Theatre,Seattle,WA,1,231
Opera,All opera and light opera,The Birds (Die Vogel),2008-02-25 14:30:00,Grand 1894 Opera House,Galveston,TX,1,334
Pop,All rock and pop music concerts,KT Tunstall,2008-03-29 19:00:00,Minute Maid Park,Houston,TX,4,944
Musicals,Musical theatre,Mary Poppins,2008-03-06 19:30:00,New Amsterdam Theatre,New York City,NY,1,124
Pop,All rock and pop music concerts,Blue Man Group How To Be A Megastar Tour,2008-03-25 14:00:00,LP Field,Nashville,TN,1,116
Pop,All rock and pop music concerts,Chromeo,2008-04-06 19:00:00,Chase Field,Phoenix,AZ,1,434
Musicals,Musical theatre,Oliver!,2008-03-06 14:00:00,Vivian Beaumont Theatre,New York City,NY,2,842
Pop,All rock and pop music concerts,Little Big Town,2008-03-23 19:00:00,INVESCO Field,Denver,CO,2,458
Musicals,Musical theatre,Legally Blonde,2008-04-03 19:00:00,Royce Hall,Los Angeles,CA,3,243
Musicals,Musical theatre,Blue Man Group,2008-02-22 19:30:00,Mirage Hotel,Las Vegas,NV,4,1812
Pop,All rock and pop music concerts,Kenny Chesney,2008-03-12 14:00:00,Izod Center,East Rutherford,NJ,2,466
Pop,All rock and pop music concerts,Joe Satriani,2008-02-26 14:00:00,Reliant Stadium,Houston,TX,4,264
Pop,All rock and pop music concerts,Aimee Mann,2008-02-24 19:30:00,Edward Jones Dome,St. Louis,MO,4,1520
Plays,All non-musical theatre,As You Like It,2008-02-24 14:00:00,Belasco Theatre,New York City,NY,3,543
Pop,All rock and pop music concerts,Demi Lovato,2008-02-27 19:30:00,Nassau Veterans Memorial Coliseum,Uniondale,NY,2,972
Pop,All rock and pop music concerts,Demi Lovato,2008-02-27 19:30:00,Nassau Veterans Memorial Coliseum,Uniondale,NY,1,486
Pop,All rock and pop music concerts,Regina Spektor,2008-03-16 14:00:00,Reliant Stadium,Houston,TX,2,964
Plays,All non-musical theatre,Waiting for Godot,2008-03-18 15:00:00,Circle in the Square Theatre,New York City,NY,2,852
Plays,All non-musical theatre,The Seafarer,2008-03-13 19:30:00,Lyceum Theatre,New York City,NY,1,65
Pop,All rock and pop music concerts,Ray Lamontagne,2008-02-19 15:00:00,Staples Center,Los Angeles,CA,2,236
Musicals,Musical theatre,Blue Man Group,2008-03-23 14:00:00,Sahara Hotel,Las Vegas,NV,3,846
Pop,All rock and pop music concerts,Patty Griffin,2008-03-02 19:30:00,Safeco Field,Seattle,WA,2,890
Musicals,Musical theatre,Chicago,2008-03-05 14:30:00,Nederlander Theatre,New York City,NY,4,644
Pop,All rock and pop music concerts,Smashing Pumpkins,2008-03-17 14:00:00,Toyota Center,Houston,TX,2,672
Pop,All rock and pop music concerts,Kenny Loggins,2008-03-13 15:00:00,HP Pavilion at San Jose,San Jose,CA,4,452
Pop,All rock and pop music concerts,Irish Tenors,2008-02-19 14:30:00,Miller Park,Milwaukee,WI,2,734
Plays,All non-musical theatre,Macbeth,2008-03-29 14:30:00,George Gershwin Theatre,New York City,NY,2,830
Pop,All rock and pop music concerts,Beck,2008-03-10 14:00:00,Ford Field,Detroit,MI,1,282
Plays,All non-musical theatre,Cirque du Soleil,2008-02-23 14:30:00,Pasadena Playhouse,Pasadena,CA,1,1653
Plays,All non-musical theatre,The Frogs,2008-04-02 20:00:00,Ethel Barrymore Theatre,New York City,NY,3,1878
Pop,All rock and pop music concerts,Return To Forever,2008-03-12 15:00:00,Dodger Stadium,Los Angeles,CA,4,6684
Plays,All non-musical theatre,Rhinoceros,2008-02-23 14:30:00,Shubert Theatre,New York City,NY,1,1032
Pop,All rock and pop music concerts,Calibash,2008-02-24 19:00:00,American Airlines Arena,Miami,FL,1,832
Plays,All non-musical theatre,Thurgood,2008-02-17 15:00:00,George Gershwin Theatre,New York City,NY,1,1266
Pop,All rock and pop music concerts,America,2008-02-28 15:00:00,Hersheypark Stadium,Hershey,PA,1,949
Musicals,Musical theatre,Chicago,2008-04-02 19:30:00,San Jose Repertory Theatre,San Jose,CA,2,500
Pop,All rock and pop music concerts,Black Eyed Peas,2008-02-23 20:00:00,Jobing.com Arena,Glendale,AZ,2,356
Pop,All rock and pop music concerts,At The Gates,2008-03-19 14:00:00,Shea Stadium,New York City,NY,4,228
Pop,All rock and pop music concerts,Dennis DeYoung,2008-03-27 19:30:00,ARCO Arena,Sacramento,CA,4,900
Pop,All rock and pop music concerts,Medeski Martin and Wood,2008-03-08 15:00:00,Miller Park,Milwaukee,WI,2,308
Pop,All rock and pop music concerts,Sunday in the Country,2008-02-27 14:00:00,Quicken Loans Arena,Cleveland,OH,4,976
Pop,All rock and pop music concerts,Rock The Bayou,2008-03-04 20:00:00,The Palace of Auburn Hills,Auburn Hills,MI,1,158
Musicals,Musical theatre,A Catered Affair,2008-03-04 14:30:00,August Wilson Theatre,New York City,NY,1,160
Pop,All rock and pop music concerts,War,2008-03-11 14:00:00,Rangers BallPark in Arlington,Arlington,TX,2,356
Pop,All rock and pop music concerts,Pepe Aguilar,2008-04-12 19:00:00,Staples Center,Los Angeles,CA,2,388
Plays,All non-musical theatre,Spring Awakening,2008-02-22 15:00:00,New Amsterdam Theatre,New York City,NY,1,26
Musicals,Musical theatre,Oliver!,2008-03-06 14:00:00,Vivian Beaumont Theatre,New York City,NY,3,252
Pop,All rock and pop music concerts,Country Thunder USA,2008-03-13 14:30:00,Turner Field,Atlanta,GA,4,1084
Pop,All rock and pop music concerts,Live,2008-02-19 14:00:00,Rose Garden,Portland,OR,1,341
Plays,All non-musical theatre,Glengarry Glen Ross,2008-03-07 19:00:00,August Wilson Theatre,New York City,NY,1,277
Pop,All rock and pop music concerts,Zappa Plays Zappa,2008-03-27 15:00:00,Miller Park,Milwaukee,WI,2,66
Pop,All rock and pop music concerts,Live,2008-04-01 14:00:00,Lincoln Financial Field,Philadelphia,PA,2,510
Musicals,Musical theatre,Legally Blonde,2008-02-26 19:30:00,Biltmore Theatre,New York City,NY,4,888
Pop,All rock and pop music concerts,Linkin Park,2008-03-04 14:00:00,Gillette Stadium,Foxborough,MA,2,162
Pop,All rock and pop music concerts,The Police,2008-02-22 14:00:00,Minute Maid Park,Houston,TX,2,212
Opera,All opera and light opera,Orfeo ed Euridice,2008-03-19 14:30:00,Lyric Opera House,Chicago,IL,2,790
Plays,All non-musical theatre,Iphigenia,2008-03-02 14:30:00,New Amsterdam Theatre,New York City,NY,2,154
Musicals,Musical theatre,Oliver!,2008-03-15 19:00:00,Circle in the Square Theatre,New York City,NY,1,339
Pop,All rock and pop music concerts,Charlie Daniels Band,2008-02-28 19:30:00,Arrowhead Stadium,Kansas City,MO,1,228
Musicals,Musical theatre,Memphis - The Birth of Rock n Roll,2008-03-11 14:30:00,Imperial Theatre,New York City,NY,1,246
Plays,All non-musical theatre,November,2008-02-11 20:00:00,Hilton Theatre,New York City,NY,1,411
Pop,All rock and pop music concerts,Ice Cube,2008-03-05 15:00:00,Oracle Arena,Oakland,CA,1,415
Pop,All rock and pop music concerts,Herbie Hancock,2008-03-06 19:00:00,Hersheypark Stadium,Hershey,PA,2,760
Pop,All rock and pop music concerts,Herbie Hancock,2008-03-06 19:00:00,Hersheypark Stadium,Hershey,PA,4,1520
Pop,All rock and pop music concerts,Tom Petty and the Heartbreakers,2008-02-13 19:00:00,Kauffman Stadium,Kansas City,MO,3,975
Pop,All rock and pop music concerts,Kid Rock,2008-03-11 14:00:00,Qualcomm Stadium,San Diego,CA,4,1144
Pop,All rock and pop music concerts,Bette Midler,2008-04-01 14:00:00,Soldier Field,Chicago,IL,1,31
Plays,All non-musical theatre,Thurgood,2008-02-13 14:30:00,Vivian Beaumont Theatre,New York City,NY,2,512
Plays,All non-musical theatre,The Frogs,2008-02-28 14:00:00,Helen Hayes Theatre,New York City,NY,3,1260
Plays,All non-musical theatre,A Bronx Tale,2008-03-21 19:00:00,The Broadway Theatre,New York City,NY,1,82
Pop,All rock and pop music concerts,Crosby Stills Nash,2008-02-22 19:00:00,Rice-Eccles Stadium,Salt Lake City,UT,5,505
Pop,All rock and pop music concerts,Arlo Guthrie,2008-03-02 14:00:00,Hubert H. Humphrey Metrodome,Minneapolis,MN,1,159
Pop,All rock and pop music concerts,Flogging Molly,2008-02-17 20:00:00,Progressive Field,Cleveland,OH,4,900
Plays,All non-musical theatre,Julius Caesar,2008-03-10 19:00:00,Eugene O'Neill Theatre,New York City,NY,1,238
Opera,All opera and light opera,Orfeo ed Euridice,2008-03-08 19:00:00,Lyric Opera House,Baltimore,MD,1,227
Pop,All rock and pop music concerts,Stone Temple Pilots,2008-02-24 19:00:00,U.S. Cellular Field,Chicago,IL,2,48
Pop,All rock and pop music concerts,Ice Cube,2008-03-05 15:00:00,Oracle Arena,Oakland,CA,1,116
Pop,All rock and pop music concerts,Soulfest,2008-03-18 14:00:00,Scotiabank Place,Ottawa,ON,3,474
Plays,All non-musical theatre,Cirque du Soleil,2008-03-01 20:00:00,Palace Theatre,New York City,NY,4,140
Plays,All non-musical theatre,The Tempest,2008-02-25 15:00:00,New Amsterdam Theatre,New York City,NY,1,962
